index,name,categories,postalCode,city,address,latitude,longitude,dateUpdated,websites
7232,Taco Bell,Fast Food Restaurant and Mexican Restaurant,32210,Jacksonville,7331 103rd St,30.248.688,-81.767.454,2018-05-13T17:32:26Z,http://www.tacobell.com and http://tacobell.com
7233,Taco Bell,Fast Food Restaurant and Mexican Restaurant,34957,Jensen Beach,2958 NW Federal Hwy,27.241.265,-80.270.973,2018-05-13T17:32:26Z,http://www.tacobell.com
7234,Taco Bell,Fast Food Restaurant,32256,Jacksonville,10400 Philips Hwy,30.179.783,-81.554.069,2018-05-13T17:32:25Z,http://www.tacobell.com and http://tacobell.com
7235,Taco Bell,Fast Food Restaurant,32257,Jacksonville,11270 Old Saint Augustine Rd,30.171.602,-81.603.326,2018-05-13T17:32:25Z,http://www.tacobell.com
7236,McDonald's,Fast Food Restaurants,25701,Huntington,1445 Hal Greer Blvd,38.408.625,-82.428.301,2018-05-13T17:31:51Z,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJrFoE55kC5Bxk4fnDRPyfafWd1MsDWON6DfSaAznlYaDCVluurP07lAIjZ9jNEYqtW2qmv699V_7wCauNtv3bMQQSlNBJTXwbRaMWIVKujqbhAJBjt-mM6EXYVnzo_PIjFqqD-GZ73TXxRRdFXU-y2Gq3GFzKSloaDqLjf3uuc2XU6ljqVoGqzznYx68ZFSuSL8-dkK6nqgUmZXmRD_OemN6oF2dAHzgyRQ5CyurlAi0Ibd9wZHe6rYutNkzIok1DWPI5jAZWkf2r8tnHqvqiJPERe4J5ugTkbi4qsj4mi6kDvpVi6BjWA1bCRANMRQI3bHTSgb9FEoW_AKykp_1jqeSB3RUg90yj&placement=listing_profile&cs_user=unknown&cs_session=7224ba2c2fa1e4cf6b36770bf502191a5f00cb6a
7237,McDonald's,Fast Food,26201,Buckhannon,111 S Kanawha St,38.985.879,-8.022.557,2018-05-13T17:31:50Z,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
7238,McDonald's,Fast Food,26501,Morgantown,11 Chaplin Rd,39.658.259,-80.002.164,2018-05-13T17:31:49Z,http://mcdonalds.com and http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral and http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJxgPnWy8iO3RDdgjkPFJxJ90YCgYvTjAhHibiTlwz3C_qVTZQjVfN_7i-i_io1e1ZFgTCrhdkyiqRFwY7HR8SJGAqsOaMfQpLH8s9H6JGKX72IVF1VcP2tspRQvkgpEbKiiVFnz_APYKtjKrUmRtse7D_nbzygyEhlmtfR6npEoKu-D96G5hdFvqjEqj_M4CWnct37PlF86xQI6s6DUYRb0yeXmYgejVZAngBdYFNLmbPOrDQHQhkIBGwJaJSb66mbKw00IKXkgaIWLeUXe35GNIOB7XyQFxq7FsYVojbSQTIf-eT2Kmk7V1RcqR1vyvokvTfkBlomNimDeCx2l6ArPTKRwfm0wqt&placement=listing_profile&cs_user=unknown&cs_session=180037b8b3eeb03db8393b5fafad00cda26fdb89
7239,McDonald's,Fast Food,82435,Powell,111 N Evarts St,44.752.821,-108.753.097,2018-05-13T17:31:49Z,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral and http://mcdonalds.com
7240,McDonald's,Fast Food,25071,Elkview,105 Crossings Mall,38.444.792,-81.471.072,2018-05-13T17:31:48Z,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJxRgL_we1zG4OaWj7qXdnePONtp4ozEd2l7kD7UK0Chbs9zrq_qC_u2MQ8Ym-N4x4AlZTkdWgDtT7aennGPndtyQew04YTWEAOWS_0LERScJVl5LtjEH-PORZurl24GHxlbjdGdjoWKci-0RDbRw-RZxi95BpFL5d0-sTEptTH6OXjKmiIsLkheyhQx5mwA9JVczMVEB-APTFFES1-YfNZiClhOfSamFJKH7u4vm5AgnuIZvXwtw8QM4kpJMKduq3p71L8ZsVLk9SewfZT2BypiwcZyBv5Nq82_nVPySnOXSuPN6TzkntYyDTfjPDPwPpRq22frzu7VkAyhL3lRLQjJadwjRYWecVH0ApgBfO29g&placement=listing_profile&cs_user=unknown&cs_session=38823bc1bdac81c75179f0608ae4ecbe3153da87
7241,McDonald's,Fast Food Restaurant,25541,Milton,1067 E Main St,38.434.434,-82.133.633,2018-05-13T17:31:48Z,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral and http://mcdonalds.com and http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJHpjMZq_ptyUGK-98Ufns4pQY1h6n_u5tpNV7-mpc6ylhXMrOJaMTPlcj4vXcz0y2o05N7nia8VFLHGuBQRnKz7QetYh0JLuil2Ox1Y4q9mEZzAslxzv-bBoq6JsEepmqpWgilJ6_rXAwA_DdmIlHm51qNbI6AVFl_KNNTdAvIQ5zL3QoQW7G90RlvdF0YcQfEu9u3XyBDCOHFIUAeVGsjXnr90xumP_HaOF_1TlbQnB-2R1Nu3F1Fga-lH1s4m7C6kQPZd4DQO-txRCY0lBcRdhMRTwbbDUqlb4jUtwZedLZnDGBWHpVsUl1iSvZhsyrgOcRHsxYPrD41gCRn6TGK3mTy2UMus6V&placement=listing_profile&cs_user=unknown&cs_session=737e842f97c751f1f40fc5e753f62c8d1b19c4ee
7242,McDonald's,Fast Food Restaurants,26330,Bridgeport,1021 W Main St,39.281.608,-80.270.443,2018-05-13T17:31:48Z,http://mcdonalds.com and http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
7243,McDonald's,Fast Food Restaurant,24801,Welch,784 Virginia Ave,37.434.362,-81.576.185,2018-05-13T17:31:44Z,http://www.mcdonalds.com and http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
7244,McDonald's,Fast Food Restaurants,24740,Princeton,715 Oakvale Rd,37.362.616,-81.059.521,2018-05-13T17:31:43Z,http://mcdonalds.com and http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
7245,McDonald's,Fast Food Restaurant,82935,Green River,599 E 4th South St,41.522.128,-109.467.464,2018-05-13T17:31:43Z,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral and http://mcdonalds.com
7246,McDonald's,Fast Food Restaurant,53024,Grafton,606 Falls Rd,4.330.974,-87.895.343,2018-05-13T17:31:42Z,http://mcdonalds.com and http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
7247,McDonald's,Fast Food Restaurants,82443,Thermopolis,611 Shoshoni St,43.638.393,-108.212.282,2018-05-13T17:31:42Z,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
7248,McDonald's,Fast Food Restaurant,82009,Cheyenne,5701 Yellowstone Rd,41.171.305,-104.828.613,2018-05-13T17:31:41Z,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral and http://mcdonalds.com
7249,McDonald's,Fast Food Restaurant,25313,Charleston,5448 Big Tyler Rd,38.427.026,-81.784.478,2018-05-13T17:31:40Z,http://www.mcdonalds.com and http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
7250,McDonald's,Fast Food Restaurant,25801,Beckley,4702 Robert C Byrd Dr,37.829.076,-81.195.903,2018-05-13T17:31:39Z,http://mcdonalds.com
7251,McDonald's,Fast food restaurants,53704,Madison,4502 E Washington Ave,43.128.464,-89.308.538,2018-05-13T17:31:39Z,http://mcdonalds.com
7252,McDonald's,Fast Food,26847,Petersburg,440 Virginia Ave,38.993.771,-7.911.364,2018-05-13T17:31:38Z,http://mcdonalds.com and http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
7253,Taco Bell,Fast Food Restaurants,98407,Tacoma,2615 N Pearl St,47.271.941,-122.515.286,2018-05-13T17:31:02Z,http://www.tacobell.com and https://locations.tacobell.com/wa/tacoma/2615-north-pearl-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=031318andutm_content=website and http://tacobell.com
7254,Taco Bell,Fast Food Restaurants,98383,Silverdale,3051 NW Bucklin Hill Rd,4.765.025,-122.690.006,2018-05-13T17:31:00Z,http://www.tacobell.com and https://locations.tacobell.com/wa/silverdale/3051-nw-bucklin-hill-rd.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=016758&utm_content=website and https://locations.tacobell.com/wa/silverdale/3051-nw-bucklin-hill-rd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=016758andutm_content=website
7255,Taco Bell,Fast Food Restaurant and Mexican Restaurant,99207,Spokane,4101 N Market St,47.696.693,-117.365.144,2018-05-13T17:31:00Z,https://locations.tacobell.com/wa/spokane/4101-no-market-st.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=021078andutm_content=website and http://www.tacobell.com and http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EGQ6wFBP1R9j_yPfgIG2qmnnU3b4EFXLWYqzqH6pileJnsDBgYjhj6412OE3eqoLyrSIPEJpXfr10mUiQbRKfZCKZytUuX1ZpMEsmU-K0mL9uCZDhf-nRxkx0xcmqFX3TZTiNoK_LLFKzM4tXpEgtM6BtXv1F1DttBMdrQcdVBVc0BWSG4MUMBydiklV1DQBhRi1QpK8k9UwozHplB2k4FDA9byxnLg30NYr_i1jt1vDdHjrjMRw9HQev21FTAwqimaqDSieiJ7oMfeBEfSVz-wicFj8d24vM72Gslph9CRC7OWLEanHKCD54OAISYufuqwFjh9mH7x9hD-7Ch88PLt4kbO7R9x8Nh3gRBrodvyjzr32nYbkf3O_PioCw7m895t4ozv_OetKUAExqObz88fi51JtlTweorpj3DbX9_bTxoSyuWc-qgyO2GX13fEv3enCv-dX2P6tcYkcpg6VP-Flv5qtC9oxdwwJxfp5mp3yIxDhzXnBMmc7MZ8baYnXA&placement=listing_profile.b&cs_user=unknown&cs_session=1599673abe538f2bdd27dcea4c3e69ee0e20f5b3
7256,Taco Bell,Fast Food Restaurant and Mexican Restaurant Cascade-Fairwood,98055,Renton,17809 108th Ave SE,47.442.898,-122.196.933,2018-05-13T17:30:59Z,http://www.tacobell.com and https://locations.tacobell.com/wa/renton/17809-108th-ave-s-e.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=031313&utm_content=website and https://locations.tacobell.com/wa/renton/17809-108th-ave-se.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=031313&utm_content=website and http://tacobell.com
7257,Taco Bell,Fast Food Restaurant,98103,Seattle,1110 N 90th St,47.694.193,-122.343.986,2018-05-13T17:30:59Z,http://www.tacobell.com and http://www.tacobell.com/
7258,Taco Bell,Fast Food Restaurant,98036,Lynnwood,4919 196th St SW,47.821.082,-122.299.922,2018-05-13T17:30:58Z,http://www.tacobell.com
7259,Taco Bell,Fast Food Restaurant,98271,Marysville,17105 27th Ave NE,4.815.112,-12.219.372,2018-05-13T17:30:58Z,http://www.tacobell.com
7260,Taco Bell,Fast Food Restaurants,98273,Mount Vernon,217 E College Way,48.435.876,-122.338.155,2018-05-13T17:30:58Z,http://www.tacobell.com and https://locations.tacobell.com/wa/mount-vernon/217-east-college-way.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=031342andutm_content=website and http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJN7ajyIjmwYNfLLNxlnFDNvv4t9BkBrZiEQgozI3Ct4UQbgz_cwLYZpt5Gy8ew054LHGfPYLz2ZMR5EC4ZFyX_h0NqUwpYWtv8N6l2Y0ndel2wErGykTtBBiVqiTOTMpxna7KxUcSiisICIh_ZeYxXAuMSWYfkzerTq5L0SVCms79MQ77LAzGp3JWCSCi-nxaKn8T2yykHb5aN6msap4dCbeW9uKdx6JruixmSlKLf9Ug346b56bQMqduspXSqQLofz7be75T9Us6yoAhyVdUznRXmO4GZAJbAuO3iyMqoVx4TgCMSjsrunh1qxO4kWJdF7EApJk6DH91sNtAWd8F3rLvHDJHPPbV&placement=listing_profile&cs_user=unknown&cs_session=96f5925a1a6f5bb4bc3ba2de28741beea392b04a
7261,Taco Bell,Fast Food Restaurant and Mexican Restaurant,99301,Pasco,5105 N Road 68,46.273.717,-119.184.994,2018-05-13T17:30:58Z,http://www.tacobell.com and https://locations.tacobell.com/wa/pasco/5105-north-road-68.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=030513andutm_content=website and http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJonLgrKkmlZLxSeuQzvDFKsYijU0Ewb6zYwJI98-VrMOnbUo-v_tvKjv194-w9gx_JaJrYbJgawlWdnRtU8Y_5j39smZv6VJN5EPgSsfO9VBR6eDtO7O8OgfH3tCoIfrLqO2gNbG8WkF08KX5fb62wJ6hXJV-_RClHJT-4ya99no_TjhRIZ_TDg8adUpwxsKEWflCLQiRlIg4-h8o3h65tKJGYXInm9zWnCpRPjDoMot_s-DkfFk3WjDHaJa3-kEtvAlsjjO_X_DYIb-4Rx2qWn4fUsuQsPSzlV27wJi-het40bc-wx9JeCqokSsGoz1h3w3-mVfJwBB25pqvMP_44IfROSh4y5CU&placement=listing_profile&cs_user=unknown&cs_session=3bef3fa45e3a78aeebc1ed025be6cc9b714ce9dc
7262,Taco Bell,Fast Food Restaurants,99301,Pasco,2404 W Court St,46.241.552,-119.122.657,2018-05-13T17:30:58Z,http://www.tacobell.com and https://locations.tacobell.com/wa/pasco/2404-west-court-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=022517andutm_content=website and http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJX3JFxiqQ1LtDbyqIrOIk5SmYZnALpEOLq-K_FE-HKHw78RX4N6E5-fES_hiCRWROwWQEbtrUx0OXJ0PZ5w52haCYdpGQDGDDZD8YN6J8oNGEfUhl1c2XSugCzCFrX-1rU0xxsQ2BQxLlrvG7buQT22-sa08t_PEjGyaV8AJMf-Q_t5BgK11Nbi7bT4xKxhgXHeMhNJAoE-pUq1aE5ljbqLiWITH2R2bTk5OJ1OZusp1NIWNeLY5m-SPwVWgAzUTBEqn7gaZcp_39dnbeC77H7lLIlf9Q7GXA_FIwkiefDnOpFc082Yyz9e0gKumee1On_hxzUhbnhcv6ePDLxpiELxxZm7SBbGGQ&placement=listing_profile&cs_user=unknown&cs_session=70c2c77c4034c636d0a33aa5268b318999d67b0e
7263,Taco Bell,Fast Food Restaurants,99019,Liberty Lake,22312 E Appleway Ave,47.671.343,-117.106.283,2018-05-13T17:30:57Z,http://tacobell.com
7264,Taco Bell,Fast Food Restaurants,98233,Burlington,1308 S Burlington Blvd,48.459.375,-122.335.734,2018-05-13T17:30:55Z,https://locations.tacobell.com/wa/burlington/1308-burlington-blvd-.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=031345andutm_content=website
7265,Taco Bell,Fast Food Restaurant and Mexican Restaurant,22980,Waynesboro,2901 W Main St,38.081.532,-78.927.439,2018-05-13T17:30:53Z,http://www.tacobell.com and http://tacobell.com
7266,Taco Bell,Fast Food Restaurant and Mexican Restaurant,23462,Virginia Beach,4597 Virginia Beach Blvd,3.684.314,-76.136.219,2018-05-13T17:30:53Z,http://www.tacobell.com and https://locations.tacobell.com/va/virginia-beach/4597-virginia-beach-blvd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=015909andutm_content=website
7267,Taco Bell,Mexican Restaurant and Fast Food Restaurant,54911,Appleton,2810 N Richmond St,44.287.408,-8.841.576,2018-05-13T17:28:26Z,http://www.tacobell.com and https://locations.tacobell.com/wi/appleton/2810-n-richmond.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=031492andutm_content=website and http://tacobell.com
7268,Taco Bell,Fast Food Restaurants,98903,Yakima,2124 S 1st St,46.571.795,-120.488.344,2018-05-13T17:28:26Z,https://locations.tacobell.com/wa/yakima/2124-s-1st-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=030512andutm_content=website and http://www.tacobell.com
7269,Taco Bell,Fast Food Restaurant,98903,Yakima,2124 S 1st St,46.571.795,-120.488.344,2018-05-13T17:28:26Z,https://locations.tacobell.com/wa/yakima/2124-s-1st-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=030512andutm_content=website and http://www.tacobell.com
7270,Panda Express,Chinese Restaurant and Fast Food Restaurant West Eugene,97402,Eugene,716 Seneca Rd,44.051.655,-123.141.106,2018-05-13T17:28:15Z,http://www.pandaexpress.com
7271,McDonald's,Fast Food,77957,Edna,817 N Wells St,28.984.005,-96.649.937,2018-05-13T17:27:48Z,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral and http://mcdonalds.com
7272,Panera Bread,Fast Food,43026,Hilliard,3625 Fishinger Boulevard,40.028.743,-83.117.536,2018-05-13T17:26:40Z,https://locations.panerabread.com/oh/hilliard/3625-fishinger-boulevard.html and http://locations.panerabread.com/oh/hilliard/3625-fishinger-boulevard.html?utm_medium=display-ad&utm_source=paid-digital&utm_campaign=yext&utm_content=local-search
7273,Panda Express,Fast Food,77082,Houston,2552 Eldridge Pkwy,29.734.484,-95.624.289,2018-05-13T17:12:32Z,http://www.pandaexpress.com
7274,Pizza Pipeline,Fast Food Restaurants,99223,Spokane,2718 E 57th Ave,47.602.214,-117.369.454,2018-05-13T15:54:03Z,http://www.pizzapipeline.com
7275,Pollo Tropical,Fast Food Restaurant,33012,Hialeah,1592 W 49th St,25.866.516,-80.314.634,2018-05-13T14:12:43Z,http://pollotropical.com
7276,Richard's Pizza,Fast Food Restaurants,45067,Trenton,855 W State St,39.480.693,-84.472.044,2018-05-13T14:08:06Z,http://www.richardspizza.com
7277,McDonald's,Fast Food Restaurant,33351,Fort Lauderdale,7600 NW 57th St,26.194.901,-80.252.177,2018-05-13T06:15:26Z,http://mcdonalds.com and http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral and http://www.mcdonalds.com/
7278,McDonald's,Fast Food Restaurants,32301,Tallahassee,2875 Apalachee Pkwy,30.426.315,-84.231.655,2018-05-13T06:15:25Z,http://mcdonalds.com and http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
7279,McDonald's,Fast Food,32303,Tallahassee,1944 N Monroe St,30.466.698,-84.285.038,2018-05-13T06:15:25Z,http://mcdonalds.com/ and http://mcdonalds.com and http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral and http://www.mcdonalds.com
7280,McDonald's,Fast Food,33323,Fort Lauderdale,13655 W Sunrise Blvd,26.145.904,-80.330.358,2018-05-13T06:15:24Z,http://mcdonalds.com and http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
7281,McDonald's,Fast Food Restaurant,33351,Fort Lauderdale,10901 W Oakland Park Blvd,26.168.866,-8.029.502,2018-05-13T06:15:23Z,http://mcdonalds.com and http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
7282,McDonald's,Fast Food,33573,Sun City Center,4896 Sun City Center Blvd,27.712.871,-82.336.722,2018-05-13T06:15:23Z,http://mcdonalds.com and http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
7283,McDonald's,Fast Food Restaurant,34609,Spring Hill,4166 Mariner Blvd,2.849.498,-82.538.006,2018-05-13T06:15:22Z,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral and http://mcdonalds.com
7284,McDonald's,Fast Food,34609,Spring Hill,4166 Mariner Blvd,2.849.498,-82.538.006,2018-05-13T06:15:22Z,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral and http://mcdonalds.com
7285,McDonald's,Fast Food Restaurant,34236,Sarasota,787 S Washington Blvd,27.328.711,-8.253.047,2018-05-13T06:15:19Z,http://mcdonalds.com
7286,McDonald's,Fast Food Restaurant,34238,Sarasota,5821 Derek Ave,27.268.445,-82.483.691,2018-05-13T06:15:19Z,http://mcdonalds.com and http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral and http://www.mcdonalds.com
7287,Chick-fil-A,Fast Food Restaurants,20707,Laurel,13600 Baltimore Ave,39.076.247,-76.868.233,2018-05-13T06:13:12Z,http://chick-fil-a.com/laurel and http://chick-fil-a.com
7288,Chick-fil-A,Fast Food Restaurant,20874,Germantown,19945 Century Blvd,39.183.474,-77.262.639,2018-05-13T06:13:11Z,http://www.chick-fil-a.com/germantowntowncenter
7289,Chick-fil-A,Fast Food Restaurants,21061,Glen Burnie,6709 Ritchie Hwy,39.192.571,-76.613.391,2018-05-13T06:13:11Z,http://www.chick-fil-a.com/centreatglenburnie and http://chick-fil-a.com/centreatglenburnie
7290,Chick-fil-A,Fast Food Restaurant and American Restaurant and and Sandwich Place,21502,Cumberland,221 Williams St,39.648.138,-78.756.651,2018-05-13T06:13:11Z,http://www.chick-fil-a.com/queencitycentre and http://www.chick-fil-a.com and http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EGQ6wFBP1R9j_yPfgIG2qmnnU3b4EFXLWYqzqH6pileJnsDBgYjhj6412OE3eqoLyrSIPEJpXfr10mUiQbRKfZCKZytUuX1ZpMEsmU-K0mL9uCZDhf-nRxkx0xcmqFX3TZTiNoK_LLFKzM4tXpEgtM6BtXv1F1DttXlRsiY_RRAB1yG5N8wizPjENtmX8O39Y6e7Kj_V7mxP5bUFTMwsByW2B7NkFkO_Q-SMDx1SEJ7tyORnGgam2BTjeNUeTpzVu-umOjENrvMMwWixjoo9h3lHMQ_hCojvPZc9ucAijPuAisOxDMvMhNwsSC5jVY_3PcbKg_OBtUboXE2W-iOdjvMhXdBI7JXjt8_XMPiojJOj6s-uVkqOJI7Rt-rykHsTSAOG8zArMhXFn3KVdPxAQKjGnSNdO1EM2equ0f_Zi-zNRWxW123YuiD6IBsNUgLoq3yFAcmb6EeMRBICLWxiBzeOTmUmnydQjKfQYRq6Sn_316ds9PaZz-qkdJtTXx5Pcwci4DFkjpLw&placement=listing_profile.b&cs_user=unknown&cs_session=35b20f9a477640a2ac511280ab998818c3663a11
7291,McDonald's,Fast Food,55412,Minneapolis,4435 Lyndale Ave N,45.036.457,-93.288.331,2018-05-13T06:13:00Z,http://mcdonalds.com and http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
7292,McDonald's,Fast Food,55414,Minneapolis,407 15th Ave SE,44.980.474,-93.234.352,2018-05-13T06:13:00Z,http://mcdonalds.com and http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
7293,McDonald's,Fast Food Restaurants,55421,Minneapolis,4605 Central Ave NE,45.051.978,-93.247.416,2018-05-13T06:13:00Z,http://mcdonalds.com and http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
7294,McDonald's,Fast Food Restaurant,55404,Minneapolis,2400 Nicollet Ave,44.958.841,-93.278.373,2018-05-13T06:12:59Z,http://mcdonalds.com and http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
7295,McDonald's,Fast Food Restaurants,55406,Minneapolis,3110 E Lake St,44.948.824,-93.226.688,2018-05-13T06:12:59Z,http://mcdonalds.com and http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
7296,McDonald's,Fast Food,55427,Minneapolis,9315 Medicine Lake Rd,45.006.726,-9.339.851,2018-05-13T06:12:55Z,http://mcdonalds.com and http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
7297,McDonald's,Fast Food Restaurants,55427,Minneapolis,720 Winnetka Ave N,44.986.989,-93.380.237,2018-05-13T06:12:54Z,http://mcdonalds.com and http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
7298,McDonald's,Fast Food,55811,Duluth,110 E Central Entrance,46.800.368,-92.130.808,2018-05-13T06:12:52Z,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral and http://mcdonalds.com
7299,McDonald's,Fast Food Restaurants,55014,Circle Pines,1 Central St,45.140.508,-93.163.537,2018-05-13T06:12:51Z,http://mcdonalds.com and http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
7300,McDonald's,Fast Food Restaurant,55448,Minneapolis,3231 Northdale Blvd NW,45.196.741,-93.346.793,2018-05-13T06:12:51Z,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral and http://mcdonalds.com and http://www.mcdonalds.com
7301,McDonald's,Fast Food Restaurant,55008,Cambridge,100 Garfield St S,455.717,-93.213.928,2018-05-13T06:12:50Z,http://mcdonalds.com and http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
7302,McDonald's,Fast Food Restaurant,55317,Chanhassen,90 Lake Dr E,44.861.177,-93.523.265,2018-05-13T06:12:50Z,http://mcdonalds.com and http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
7303,McDonald's,Fast Food Restaurants,55920,Byron,955 High Point Dr NE,44.030.246,-92.632.922,2018-05-13T06:12:50Z,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral and http://mcdonalds.com
